,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,Venue Type,state
44,"76 Grenville St,Woman's College Hospital",Restaurant,CA,Toronto,Canada,,864,"[""76 Grenville St,Woman's College Hospital"", 'Toronto ON M5S 1B2', 'Canada']",59271fe29e0d541270c19984,"[{'label': 'display', 'lat': 43.6615, 'lng': -79.38704}]",43.6615,-79.38704,Extreme Pita, Downtown Toronto,M5S 1B2,hospital,ON
45,230 Richmond St E,College Academic Building,CA,Toronto,Canada,,1097,"['230 Richmond St E', 'Toronto ON M5A 1P4', 'Canada']",59b83acd9e3b6542bd9db403,"[{'label': 'display', 'lat': 43.653506, 'lng': -79.371055}]",43.653506,-79.371055,"George Brown College St. James (E: School Of Design, School Of Hospitality & Tourism Management)", Downtown Toronto,M5A 1P4,hospital,ON
46,230 Richmond St E,College Academic Building,CA,Toronto,Canada,,1139,"['230 Richmond St E', 'Toronto ON M5A 1P4', 'Canada']",57fe55a4498e721d3d1d6a04,"[{'label': 'display', 'lat': 43.653183, 'lng': -79.370788}]",43.653183,-79.370788,GBC School of Hospitality (Building E), Downtown Toronto,M5A 1P4,hospital,ON
0,40 College St,Police Station,CA,Toronto,Canada,,692,"['40 College St', 'Toronto ON', 'Canada']",4bfd391ee529c928578fba8c,"[{'label': 'display', 'lat': 43.66125949933388, 'lng': -79.38482267951038}]",43.66125949933388,-79.38482267951038,Toronto Police Service - Headquarters, Downtown Toronto,,police,ON
1,40 College St,History Museum,CA,Toronto,Canada,in Toronto Police Headquarters,685,"['40 College St (in Toronto Police Headquarters)', 'Toronto ON M5G 2J3', 'Canada']",4ad4c05ef964a520dcf620e3,"[{'label': 'display', 'lat': 43.66118880223964, 'lng': -79.38470280694756}]",43.66118880223964,-79.38470280694756,Toronto Police Museum, Downtown Toronto,M5G 2J3,police,ON
2,,Sculpture Garden,CA,Toronto,Canada,Queen Park park,1053,"['Queen Park park', 'Toronto ON', 'Canada']",4be73b36bcef2d7f060a06e5,"[{'label': 'display', 'lat': 43.66215942544592, 'lng': -79.38948154449463}]",43.66215942544592,-79.38948154449463,Ontario Police and Peace Officer's Memorial, Downtown Toronto,,police,ON
3,40 College Street,Police Station,CA,Toronto,Canada,Bay Street,683,"['40 College Street (Bay Street)', 'Toronto ON', 'Canada']",52553ff9498ebbc7ba9e5883,"[{'label': 'display', 'lat': 43.6612227, 'lng': -79.3846944}]",43.6612227,-79.3846944,Toronto Police Service - Employment Unit, Downtown Toronto,,police,ON
4,655 Bay St.,Government Building,CA,Toronto,Canada,,853,"['655 Bay St.', 'Toronto ON', 'Canada']",4ca4f6c1d971b1f7ad6af2e0,"[{'label': 'display', 'lat': 43.657834, 'lng': -79.384738}]",43.657834,-79.384738,Office of the Independent Police Review Director, Downtown Toronto,,police,ON
5,51 Parliament Street,Building,CA,Toronto,Canada,,1063,"['51 Parliament Street', 'Toronto ON', 'Canada']",523b4cad11d2984d13ddf952,"[{'label': 'display', 'lat': 43.65347960059263, 'lng': -79.37235228446978}]",43.65347960059263,-79.37235228446978,Toronto Police Service - 51 division, Downtown Toronto,,police,ON
0,Yonge St.,Bus Line,CA,Toronto,Canada,btwn Queens Quay & Steeles,116,"['Yonge St. (btwn Queens Quay & Steeles)', 'Toronto ON', 'Canada']",4bc2d6cc74a9a593c0c8d3f6,"[{'label': 'display', 'lat': 43.66129013230231, 'lng': -79.38355922698975}]",43.66129013230231,-79.38355922698975,TTC Blue Night Bus 320 Yonge, Downtown Toronto,,bus,ON
1,,Bus Line,CA,Toronto,Canada,,612,"['Toronto ON', 'Canada']",4fad4358e4b00911a7296917,"[{'label': 'display', 'lat': 43.65597396661909, 'lng': -79.38450425856912}]",43.65597396661909,-79.38450425856912,Bus To Niagara Falls, Downtown Toronto,,bus,ON
2,Wellesley St - Harbord St,Bus Line,CA,Toronto,Canada,Ossington Stn - Castle Frank Stn,449,"['Wellesley St - Harbord St (Ossington Stn - Castle Frank Stn)', 'Toronto ON', 'Canada']",4c13ee5da5eb76b07edfc0b7,"[{'label': 'display', 'lat': 43.665103725780384, 'lng': -79.38352006300177}]",43.665103725780384,-79.38352006300177,TTC Bus #94 Wellesley, Downtown Toronto,,bus,ON
3,,Bus Line,CA,Toronto,Canada,,462,"['Toronto ON', 'Canada']",4e536db0483b944199dd845a,"[{'label': 'display', 'lat': 43.66515247958737, 'lng': -79.38035297162011}]",43.66515247958737,-79.38035297162011,TTC Bus #303 - Don Mills Blue Night, Downtown Toronto,,bus,ON
4,1075 Bay St,Rental Car Location,CA,Toronto,Canada,,800,"['1075 Bay St', 'Toronto ON M5S 2B2', 'Canada']",54a55f15498ead5db9447a4e,"[{'label': 'display', 'lat': 43.66709552997837, 'lng': -79.38778638839722}]",43.66709552997837,-79.38778638839722,Party Bus Canada, Downtown Toronto,M5S 2B2,bus,ON
5,Sherbourne St.,Bus Line,CA,Toronto,Canada,,1257,"['Sherbourne St.', 'Toronto ON', 'Canada']",4c124af87f7f2d7f49fbdc68,"[{'label': 'display', 'lat': 43.67175734967566, 'lng': -79.37656441620757}]",43.67175734967566,-79.37656441620757,TTC Bus #75 Sherbourne, Downtown Toronto,,bus,ON
6,Toronto Pearson International Airport (YYZ),Bus Line,CA,Toronto,Canada,,1353,"['Toronto Pearson International Airport (YYZ)', 'Toronto ON', 'Canada']",4dc323f6d22dafda2f6b3f21,"[{'label': 'display', 'lat': 43.650303, 'lng': -79.389596}]",43.650303,-79.389596,Crew Bus Vers, Downtown Toronto,,bus,ON
7,610 Bay St,Bus Station,CA,Toronto,Canada,at Edward St,580,"['610 Bay St (at Edward St)', 'Toronto ON M5G 1M5', 'Canada']",4b430db1f964a520e5db25e3,"[{'label': 'display', 'lat': 43.656258460999375, 'lng': -79.38442544992888}]",43.656258460999375,-79.38442544992888,Toronto Coach Terminal, Downtown Toronto,M5G 1M5,bus,ON
8,,Bus Line,CA,Toronto,Canada,,647,"['Toronto ON M4K 1N1', 'Canada']",5a9b009b67e5f22a99f546de,"[{'label': 'display', 'lat': 43.65643525087372, 'lng': -79.37748820017364}]",43.65643525087372,-79.37748820017364,TTC 505 Replacement Bus, Downtown Toronto,M4K 1N1,bus,ON
9,Bay St Terminal,Bus Station,CA,Toronto,Canada,,567,"['Bay St Terminal', 'Toronto ON', 'Canada']",4cab052414c33704148ee63b,"[{'label': 'display', 'lat': 43.65644454744002, 'lng': -79.38466920652299}]",43.65644454744002,-79.38466920652299,Bus Bay #11, Downtown Toronto,,bus,ON
10,610 Bay St.,Café,CA,Toronto,Canada,,487,"['610 Bay St.', 'Toronto ON', 'Canada']",4d13ac41e3508eec6ebcdd38,"[{'label': 'display', 'lat': 43.657087619393934, 'lng': -79.38421834808608}]",43.657087619393934,-79.38421834808608,Kramden's Café (Bus Terminal), Downtown Toronto,,bus,ON
11,,Nightclub,CA,,Canada,,657,['Canada'],522bc52411d2920f12d57337,"[{'label': 'display', 'lat': 43.656287, 'lng': -79.377563}]",43.656287,-79.377563,Bus Pub Crawl Toronto, Downtown Toronto,,bus,
12,,Bus Station,CA,Toronto,Canada,,524,"['Toronto ON M5G 1H2', 'Canada']",5c3357e59be522002c34942d,"[{'label': 'display', 'lat': 43.656963, 'lng': -79.384967}]",43.656963,-79.384967,Greyhound Bus - Toronto To Buffalo, Downtown Toronto,M5G 1H2,bus,ON
13,610 Bay Street,Hot Dog Joint,CA,Toronto,Canada,,540,"['610 Bay Street', 'Toronto ON', 'Canada']",4f6b63e5e4b023433ec298d9,"[{'label': 'display', 'lat': 43.65666752675462, 'lng': -79.38455454923385}]",43.65666752675462,-79.38455454923385,Hot Dog Stand (Bus Terminal), Downtown Toronto,,bus,ON
14,,Bus Line,CA,,Canada,,580,['Canada'],52c2feaa498e53e3d03b2217,"[{'label': 'display', 'lat': 43.65635681152344, 'lng': -79.38481903076172}]",43.65635681152344,-79.38481903076172,Greyhound Bus #86005, Downtown Toronto,,bus,
15,,Bus Line,CA,Toronto,Canada,,621,"['Toronto ON', 'Canada']",4ded5070d164f9a5c6765a10,"[{'label': 'display', 'lat': 43.656013, 'lng': -79.384995}]",43.656013,-79.384995,NYC To Philly Bus, Downtown Toronto,,bus,ON
16,,Road,CA,,Canada,,654,['Canada'],506edb40e4b0748e04ec51b1,"[{'label': 'display', 'lat': 43.656044006347656, 'lng': -79.37820434570312}]",43.656044006347656,-79.37820434570312,On the CANADIAN airport bus, Downtown Toronto,,bus,
17,,Moving Target,CA,,Canada,,743,['Canada'],52992fa511d2b2f1ff9a4915,"[{'label': 'display', 'lat': 43.65971755981445, 'lng': -79.39111328125}]",43.65971755981445,-79.39111328125,Skule BUS(TED), Downtown Toronto,,bus,
18,,Bus Line,CA,Toronto,Canada,,927,"['Toronto ON', 'Canada']",4f5934d7e4b08b52a628c5b6,"[{'label': 'display', 'lat': 43.65321614859737, 'lng': -79.38541146867763}]",43.65321614859737,-79.38541146867763,Greyhound bus to Guelph, Downtown Toronto,,bus,ON
19,110 Skyway avenue,General Travel,CA,Toronto,Canada,,901,"['110 Skyway avenue', 'Toronto ON M9W 4Y9', 'Canada']",5be304602619ee002caeba08,"[{'label': 'display', 'lat': 43.6550432695857, 'lng': -79.38939571380615}]",43.6550432695857,-79.38939571380615,toronto bus co ltd, Downtown Toronto,M9W 4Y9,bus,ON
20,,Bus Line,CA,,Canada,,1041,['Canada'],4d8b5d74bc848cfa4db0ee2b,"[{'label': 'display', 'lat': 43.66204143866285, 'lng': -79.39498886545623}]",43.66204143866285,-79.39498886545623,UTM Shuttle Bus, Downtown Toronto,,bus,
21,Distillery to dundas square,,CA,Toronto,Canada,,976,"['Distillery to dundas square', 'Toronto ON', 'Canada']",4ca7e47897c8a1cd325f7fa5,"[{'label': 'display', 'lat': 43.669777923942625, 'lng': -79.3846087256407}]",43.669777923942625,-79.3846087256407,Hop on hop off bus, Downtown Toronto,,bus,ON
22,,Other Nightlife,CA,,Canada,,998,['Canada'],5528bb01498e2d7ce01d0803,"[{'label': 'display', 'lat': 43.652444, 'lng': -79.379414}]",43.652444,-79.379414,Not the cash bus, Downtown Toronto,,bus,
23,,Moving Target,CA,Toronto,Canada,,1116,"['Toronto ON', 'Canada']",51a8cbda498e90cfa2ca66fa,"[{'label': 'display', 'lat': 43.65127182006836, 'lng': -79.38412475585938}]",43.65127182006836,-79.38412475585938,CUPE 4400 bus, Downtown Toronto,,bus,ON
24,,Moving Target,CA,,Canada,,1011,['Canada'],502fd0b3e4b003c0ecc7a805,"[{'label': 'display', 'lat': 43.660013, 'lng': -79.394572}]",43.660013,-79.394572,Future Bus HHF, Downtown Toronto,,bus,
25,,Bus Line,CA,,Canada,,1074,['Canada'],4bd1bcd29854d13a040ffa4d,"[{'label': 'display', 'lat': 43.66760774399602, 'lng': -79.37214374542236}]",43.66760774399602,-79.37214374542236,Wellesley & Ontario Bus Shelter, Downtown Toronto,,bus,
26,,General Travel,CA,,Canada,,1215,['Canada'],5159e99ae4b0e55db51bf089,"[{'label': 'display', 'lat': 43.650475, 'lng': -79.384972}]",43.650475,-79.384972,TTC Bus 142 Avenue Road Express, Downtown Toronto,,bus,
27,738 Adelaide St,Transportation Service,CA,Toronto,Canada,Adelaide St,1235,"['738 Adelaide St (Adelaide St)', 'Toronto ON M5H 1P6', 'Canada']",5981ad62e65d0c08ea3a0aaf,"[{'label': 'display', 'lat': 43.650236593550304, 'lng': -79.37967538833618}]",43.650236593550304,-79.37967538833618,Liberty Party Bus, Downtown Toronto,M5H 1P6,bus,ON
28,,Bus Line,CA,Toronto,Canada,,1259,"['Toronto ON', 'Canada']",4cd0ed0348b83704fcdcf5de,"[{'label': 'display', 'lat': 43.66841148571675, 'lng': -79.39416421474202}]",43.66841148571675,-79.39416421474202,Subway Shuttle Bus - University, Downtown Toronto,,bus,ON
29,,Bus Line,CA,Toronto,Canada,,1262,"['Toronto ON', 'Canada']",4d63bdcd2f16b60ca28de3f4,"[{'label': 'display', 'lat': 43.67184178751301, 'lng': -79.37671288210916}]",43.67184178751301,-79.37671288210916,Sherbourne And Bloor Bus, Downtown Toronto,,bus,ON
30,55 Mill St.,Food Truck,CA,Toronto,Canada,,196,"['55 Mill St.', 'Toronto ON', 'Canada']",4e87b75bcc21e9e85935df6e,"[{'label': 'display', 'lat': 43.6594636217612, 'lng': -79.38261283435551}]",43.6594636217612,-79.38261283435551,Buster Rhinos BBQ, Downtown Toronto,,bus,ON
31,P. O. Box 47043 - Eaton Centre,Business Center,CA,Toronto,Canada,Gerrard St,235,"['P. O. Box 47043 - Eaton Centre (Gerrard St)', 'Toronto ON M5B 2P9', 'Canada']",57727057cd101b26df284a56,"[{'label': 'display', 'lat': 43.65987750409874, 'lng': -79.37982559204102}]",43.65987750409874,-79.37982559204102,BUSINESS VISA CANADA, Downtown Toronto,M5B 2P9,bus,ON
32,500 Yonge Street,Coworking Space,CA,Toronto,Canada,,210,"['500 Yonge Street', 'Toronto ON', 'Canada']",4faa6ba6e4b07145caab5e15,"[{'label': 'display', 'lat': 43.66276817103646, 'lng': -79.38356954794494}]",43.66276817103646,-79.38356954794494,GBS Telus Business Store, Downtown Toronto,,bus,ON
33,22 COLLEGE STREET Suit 300,General College & University,CA,Toronto county,Canada,,178,"['22 COLLEGE STREET Suit 300', 'Toronto county ON', 'Canada']",5419b11f498e44b6f4aa15ea,"[{'label': 'display', 'lat': 43.66142762717149, 'lng': -79.38431181891809}]",43.66142762717149,-79.38431181891809,London School of Business and Finance, Downtown Toronto,,bus,ON
34,,Bus Line,CA,Toronto,Canada,,588,"['Toronto ON M1P 3A5', 'Canada']",4e9823385c5ca2073d3b74e4,"[{'label': 'display', 'lat': 43.65623394433738, 'lng': -79.38463473090388}]",43.65623394433738,-79.38463473090388,Megabus, Downtown Toronto,M1P 3A5,bus,ON
35,Wellesley,Bus Stop,CA,Toronto,Canada,Yonge,473,"['Wellesley (Yonge)', 'Toronto ON', 'Canada']",50530c6be4b021c8a7040c71,"[{'label': 'display', 'lat': 43.665127, 'lng': -79.384367}]",43.665127,-79.384367,TTC Stop #8640, Downtown Toronto,,bus,ON
36,,,CA,,Canada,,581,['Canada'],55e105da498e34b612de6588,"[{'label': 'display', 'lat': 43.656145, 'lng': -79.380253}]",43.656145,-79.380253,Buskerfest VIP Showcase, Downtown Toronto,,bus,
37,Bay st,Bus Stop,CA,Toronto,Canada,Dundas,621,"['Bay st (Dundas)', 'Toronto ON', 'Canada']",4f7227f5e4b0baaecc2613de,"[{'label': 'display', 'lat': 43.655713, 'lng': -79.383603}]",43.655713,-79.383603,TTC Stop #243, Downtown Toronto,,bus,ON
38,Dundas St W,Moving Target,CA,Toronto,Canada,at Yonge St,644,"['Dundas St W (at Yonge St)', 'Toronto ON', 'Canada']",4c008b42df6c0f47f99f8b22,"[{'label': 'display', 'lat': 43.656782235082005, 'lng': -79.37693832987507}]",43.656782235082005,-79.37693832987507,TTC 505 Dundas Streetcar, Downtown Toronto,,bus,ON
39,2201-220 Yonge St,Health & Beauty Service,CA,Toronto,Canada,,772,"['2201-220 Yonge St', 'Toronto ON M5B 2L7', 'Canada']",592de68016fa0415c7a667b4,"[{'label': 'display', 'lat': 43.65438, 'lng': -79.38031}]",43.65438,-79.38031,Busy Bee Spa, Downtown Toronto,M5B 2L7,bus,ON
40,319 Merton Street,Gym / Fitness Center,CA,Toronto,Canada,Mount Pleasant,813,"['319 Merton Street (Mount Pleasant)', 'Toronto ON M4S 1A5', 'Canada']",5ba17f68911fc4002c36a07d,"[{'label': 'display', 'lat': 43.653944102745484, 'lng': -79.38337039949147}]",43.653944102745484,-79.38337039949147,Busy Bee Fitness Experts, Downtown Toronto,M4S 1A5,bus,ON
41,,General Entertainment,CA,Toronto,Canada,,585,"['Toronto ON', 'Canada']",51bb6bc5e4b0cbdc3353be8b,"[{'label': 'display', 'lat': 43.65605123439563, 'lng': -79.38057291202202}]",43.65605123439563,-79.38057291202202,NXNE, Downtown Toronto,,bus,ON
42,,Bus Station,CA,,Canada,,961,['Canada'],51d6b4bb498e19414c717c6d,"[{'label': 'display', 'lat': 43.65302879472304, 'lng': -79.38599427775287}]",43.65302879472304,-79.38599427775287,Busao, Downtown Toronto,,bus,
43,375 University Av,Government Building,CA,Toronto,Canada,Dundas St W,557,"['375 University Av (Dundas St W)', 'Toronto ON', 'Canada']",50534c3de4b08459148a1220,"[{'label': 'display', 'lat': 43.65636837052103, 'lng': -79.38394893163043}]",43.65636837052103,-79.38394893163043,ServiceOntario - Business and Personal Property Registration, Downtown Toronto,,bus,ON
44,2 Bloor Street West,Tech Startup,CA,Toronto,Canada,Yonge & Bloor,1081,"['2 Bloor Street West (Yonge & Bloor)', 'Toronto ON M4W 1A3', 'Canada']",5162d60a067d42834d301d73,"[{'label': 'display', 'lat': 43.67029291565965, 'lng': -79.38682079315184}]",43.67029291565965,-79.38682079315184,BusinessVibes, Downtown Toronto,M4W 1A3,bus,ON
45,"101 College Street, Suite 310",Business Service,CA,Toronto,Canada,,556,"['101 College Street, Suite 310', 'Toronto ON M5G 1L7', 'Canada']",53beeaba498e391691ac0cb3,"[{'label': 'display', 'lat': 43.659722268203325, 'lng': -79.3887197971344}]",43.659722268203325,-79.3887197971344,BDC - Business Development Bank of Canada, Downtown Toronto,M5G 1L7,bus,ON
46,"477 RICHMOND ST W,",Business Center,CA,Toronto,Canada,,1125,"['477 RICHMOND ST W,', 'Toronto ON M5V 3E7', 'Canada']",57820b3f498ee3d0fc35fd60,"[{'label': 'display', 'lat': 43.651111868913034, 'lng': -79.38105672597885}]",43.651111868913034,-79.38105672597885,Businesses Buy Sell, Downtown Toronto,M5V 3E7,bus,ON
47,200-140 Yonge St,Bank,CA,Toronto,Canada,,1152,"['200-140 Yonge St', 'Toronto ON M5C 1X6', 'Canada']",56c6373f498ed1256dc389da,"[{'label': 'display', 'lat': 43.6511334, 'lng': -79.378745}]",43.6511334,-79.378745,The Business Funding Guru, Downtown Toronto,M5C 1X6,bus,ON
48,100 King St. West,Music Venue,CA,Toronto,Canada,Bay,1139,"['100 King St. West (Bay)', 'Toronto ON', 'Canada']",4c8e82c20f8fbfb7ba7342d4,"[{'label': 'display', 'lat': 43.650996, 'lng': -79.380976}]",43.650996,-79.380976,Busking For Change @ First Canadian Place (outside), Downtown Toronto,,bus,ON
49,120 Adelaide Street West 2500,Financial or Legal Service,CA,Toronto,Canada,,1257,"['120 Adelaide Street West 2500', 'Toronto ON M5H 1T1', 'Canada']",5c3e5f8735811b002c0143c9,"[{'label': 'display', 'lat': 43.6499286, 'lng': -79.3832479}]",43.6499286,-79.3832479,Bussell Adjusters Inc, Downtown Toronto,M5H 1T1,bus,ON
0,245 Queen Street West,Coffee Shop,CA,Toronto,Canada,,1316,"['245 Queen Street West', 'Toronto ON M5V 1Z4', 'Canada']",59f784dd28122f14f9d5d63d,"[{'label': 'display', 'lat': 43.65036434800487, 'lng': -79.38866907575726}]",43.65036434800487,-79.38866907575726,HotBlack Coffee, Downtown Toronto,M5V 1Z4,coffee,ON
1,122 Bond Street,Café,CA,Toronto,Canada,at Gould St.,439,"['122 Bond Street (at Gould St.)', 'Toronto ON M5B 1X8', 'Canada']",4fb13c20e4b011e6f93513c0,"[{'label': 'display', 'lat': 43.65785440672277, 'lng': -79.37919981155157}]",43.65785440672277,-79.37919981155157,Balzac's Coffee, Downtown Toronto,M5B 1X8,coffee,ON
2,568 Jarvis St,Coffee Shop,CA,Toronto,Canada,At Charles St E,958,"['568 Jarvis St (At Charles St E)', 'Toronto ON M4Y 1N6', 'Canada']",569e7814498e1a7f3e01bfe4,"[{'label': 'display', 'lat': 43.66965378571954, 'lng': -79.379870566686}]",43.66965378571954,-79.379870566686,Rooster Coffee House, Downtown Toronto,M4Y 1N6,coffee,ON
3,444 Yonge St,Coffee Shop,CA,Toronto,Canada,in College Park,219,"['444 Yonge St (in College Park)', 'Toronto ON M5B 2H4', 'Canada']",4bce5e21cc8cd13a7359c4cf,"[{'label': 'display', 'lat': 43.66046739684086, 'lng': -79.38465356826782}]",43.66046739684086,-79.38465356826782,Timothy's World Coffee, Downtown Toronto,M5B 2H4,coffee,ON
4,801 Bay St,Coffee Shop,CA,Toronto,Canada,at College St,277,"['801 Bay St (at College St)', 'Toronto ON M5S 1Y9', 'Canada']",4b156e98f964a520cbac23e3,"[{'label': 'display', 'lat': 43.66071353922905, 'lng': -79.38549125817697}]",43.66071353922905,-79.38549125817697,Timothy's World Coffee, Downtown Toronto,M5S 1Y9,coffee,ON
5,"483 Bay St,Bell Trinity Square",Coffee Shop,CA,Toronto,Canada,Bell Trinity Square,908,"['483 Bay St,Bell Trinity Square (Bell Trinity Square)', 'Toronto ON M5G 2C9', 'Canada']",4b0aaa8ef964a520272623e3,"[{'label': 'display', 'lat': 43.65306013532452, 'lng': -79.38126789946494}]",43.65306013532452,-79.38126789946494,Timothy's World Coffee, Downtown Toronto,M5G 2C9,coffee,ON
6,427 University Avenue,Coffee Shop,CA,Toronto,Canada,,929,"['427 University Avenue', 'Toronto ON', 'Canada']",4b44fc77f964a520cc0026e3,"[{'label': 'display', 'lat': 43.65405317976302, 'lng': -79.38808999785911}]",43.65405317976302,-79.38808999785911,Timothy's World Coffee, Downtown Toronto,,coffee,ON
7,Yonge,Coffee Shop,CA,Toronto,Canada,Dundas,530,"['Yonge (Dundas)', 'Toronto ON M5B 2G9', 'Canada']",4ec514ec9911232436e364af,"[{'label': 'display', 'lat': 43.65669995833159, 'lng': -79.37994058195848}]",43.65669995833159,-79.37994058195848,Timothy's World Coffee, Downtown Toronto,M5B 2G9,coffee,ON
8,"595 Bay St,Atrium On Bay",Coffee Shop,CA,Toronto,Canada,at Atrium on Bay,578,"['595 Bay St,Atrium On Bay (at Atrium on Bay)', 'Toronto ON M5G 2C2', 'Canada']",4c19447c4ff90f4765ac0f49,"[{'label': 'display', 'lat': 43.6560069793488, 'lng': -79.38249477173947}]",43.6560069793488,-79.38249477173947,Timothy's World Coffee, Downtown Toronto,M5G 2C2,coffee,ON
9,15 Toronto Street,Coffee Shop,CA,Toronto,Canada,,1300,"['15 Toronto Street', 'Toronto ON', 'Canada']",5553954a498e8e11bc49ecf2,"[{'label': 'display', 'lat': 43.65031871629752, 'lng': -79.37621650642859}]",43.65031871629752,-79.37621650642859,Sam James Coffee Bar (SJCB), Downtown Toronto,,coffee,ON
