,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,Venue Type,state
0,220 Davisville Ave,Park,CA,Toronto,Canada,btwn Mt Pleasant Rd & Acacia Rd,425,"['220 Davisville Ave (btwn Mt Pleasant Rd & Acacia Rd)', 'Toronto ON', 'Canada']",4b801467f964a5203e5030e3,"[{'label': 'display', 'lat': 43.70051698238234, 'lng': -79.38918866607341}]",43.70051698238234,-79.38918866607341,June Rowlands Park, Central Toronto,,park,ON
1,550 Roehampton Ave.,Park,CA,Toronto,Canada,at Bruce Park Ave.,1087,"['550 Roehampton Ave. (at Bruce Park Ave.)', 'Toronto ON M4P 1S5', 'Canada']",4bfcaf9955539c746282bcf3,"[{'label': 'display', 'lat': 43.711724256489745, 'lng': -79.37971924793354}]",43.711724256489745,-79.37971924793354,Charlotte Maher Park, Central Toronto,M4P 1S5,park,ON
2,441 Mount Pleasant Rd,Park,CA,Toronto,Canada,at Davisville An,498,"['441 Mount Pleasant Rd (at Davisville An)', 'Toronto ON', 'Canada']",4c9d5d1b0e9bb1f736e2dc5f,"[{'label': 'display', 'lat': 43.70000099187981, 'lng': -79.38683034117463}]",43.70000099187981,-79.38683034117463,Mount Pleasant Parkette, Central Toronto,,park,ON
3,,Veterinarian,CA,Toronto,Canada,,270,"['Toronto ON', 'Canada']",4dfcbdce183853f2cb518f02,"[{'label': 'display', 'lat': 43.70194130096439, 'lng': -79.3878031617905}]",43.70194130096439,-79.3878031617905,Davisville Park Animal Hospital, Central Toronto,,park,ON
4,Moore Ave.,Playground,CA,Toronto,Canada,at Welland Ave.,1258,"['Moore Ave. (at Welland Ave.)', 'Toronto ON', 'Canada']",4ae73286f964a5204aa921e3,"[{'label': 'display', 'lat': 43.693609879336925, 'lng': -79.38346507970056}]",43.693609879336925,-79.38346507970056,Moorevale Park, Central Toronto,,park,ON
5,,Park,CA,Toronto,Canada,,726,"['Toronto ON M4S 0A9', 'Canada']",59bd7dbd112c6c44203fedf7,"[{'label': 'display', 'lat': 43.698589, 'lng': -79.392853}]",43.698589,-79.392853,Park Between 99 Davisville & 118 Balliol, Central Toronto,M4S 0A9,park,ON
6,,Residential Building (Apartment / Condo),CA,,Canada,,510,['Canada'],4fef6844e4b00a5fd46bcd4f,"[{'label': 'display', 'lat': 43.70616633112585, 'lng': -79.39431265241335}]",43.70616633112585,-79.39431265241335,70 Dunfield Holy Park, Central Toronto,,park,
7,190 Sherwood Ave,Dog Run,CA,Toronto,Canada,,1275,"['190 Sherwood Ave', 'Toronto ON', 'Canada']",4eb69134b634a04860a067d0,"[{'label': 'display', 'lat': 43.71571109700559, 'lng': -79.39011782200485}]",43.71571109700559,-79.39011782200485,Sherwood Off-leash Dog Park, Central Toronto,,park,ON
8,1102 Leslie Street,Athletics & Sports,CA,Toronto,Canada,,563,"['1102 Leslie Street', 'Toronto ON', 'Canada']",51c5ca26498e03743d60d190,"[{'label': 'display', 'lat': 43.70626608768977, 'lng': -79.39497237251403}]",43.70626608768977,-79.39497237251403,Pavilion at Sunnybrook Park, Central Toronto,,park,ON
9,88 Eglinton Ave W,Physical Therapist,CA,Toronto,Canada,,1029,"['88 Eglinton Ave W', 'Toronto ON M4R 1A2', 'Canada']",5a0309f535811b195c425f01,"[{'label': 'display', 'lat': 43.706369, 'lng': -79.400984}]",43.706369,-79.400984,Lawrence Park Health, Central Toronto,M4R 1A2,park,ON
10,,Park,CA,Toronto,Canada,Bay and college,422,"['Bay and college', 'Toronto ON', 'Canada']",4eacb7f461af352e5cd71862,"[{'label': 'display', 'lat': 43.70795625536402, 'lng': -79.38998037349073}]",43.70795625536402,-79.38998037349073,College park, Central Toronto,,park,ON
11,,Dog Run,CA,,Canada,,562,['Canada'],519a356a498e10534224a305,"[{'label': 'display', 'lat': 43.69931274941431, 'lng': -79.3895295409309}]",43.69931274941431,-79.3895295409309,Bella Park, Central Toronto,,park,
12,88 lillian street,Dog Run,CA,Toronto,Canada,Eglinton,585,"['88 lillian street (Eglinton)', 'Toronto ON', 'Canada']",4db625990cb6729b6ab3cd78,"[{'label': 'display', 'lat': 43.70842994833874, 'lng': -79.39303718020534}]",43.70842994833874,-79.39303718020534,Lillian Park, Central Toronto,,park,ON
13,,Soccer Field,CA,,Canada,,643,['Canada'],502ecb48e4b0a1e592909957,"[{'label': 'display', 'lat': 43.70606, 'lng': -79.39614}]",43.70606,-79.39614,Dunmoore park, Central Toronto,,park,
14,909-66 Broadway Ave,Photography Lab,CA,Toronto,Canada,,852,"['909-66 Broadway Ave', 'Toronto ON M4P 1T6', 'Canada']",55519bd4498eb39ed3ce57a5,"[{'label': 'display', 'lat': 43.710059738421705, 'lng': -79.39551115036011}]",43.710059738421705,-79.39551115036011,Julia Park Photography, Central Toronto,M4P 1T6,park,ON
15,909-66 Broadway Ave,Photography Lab,CA,Toronto,Canada,,871,"['909-66 Broadway Ave', 'Toronto ON M4P 1T6', 'Canada']",555198cb498e34a79f5dc618,"[{'label': 'display', 'lat': 43.71029239680319, 'lng': -79.39551115036011}]",43.71029239680319,-79.39551115036011,Julia Park, Central Toronto,M4P 1T6,park,ON
16,2300 Yonge Street,Plaza,CA,Toronto,Canada,Eglinton,850,"['2300 Yonge Street (Eglinton)', 'Toronto ON', 'Canada']",4bfadcdabbb7c9284d5c0743,"[{'label': 'display', 'lat': 43.70699542999999, 'lng': -79.398409}]",43.70699542999999,-79.398409,Eglinton Square Park, Central Toronto,,park,ON
17,,Dog Run,CA,Toronto,Canada,,1110,"['Toronto ON', 'Canada']",4bc46387f8219c74ea3db710,"[{'label': 'display', 'lat': 43.71238507198277, 'lng': -79.39661540488548}]",43.71238507198277,-79.39661540488548,88 Erskine Dog Park, Central Toronto,,park,ON
18,,Sculpture Garden,CA,Toronto,Canada,,885,"['Toronto ON', 'Canada']",4bf43e486a31d13a1c88952e,"[{'label': 'display', 'lat': 43.697733230456215, 'lng': -79.39469214466902}]",43.697733230456215,-79.39469214466902,Al Green Sculpture Park, Central Toronto,,park,ON
19,175 Moore Ave,Tennis Court,CA,Toronto,Canada,,1307,"['175 Moore Ave', 'Toronto ON', 'Canada']",4bb7c99253649c741a4746fb,"[{'label': 'display', 'lat': 43.693289308734215, 'lng': -79.38289953522846}]",43.693289308734215,-79.38289953522846,Moore Park Tennis Club, Central Toronto,,park,ON
20,830 Mount Pleasant Road,Office,CA,Toronto,Canada,Broadway,625,"['830 Mount Pleasant Road (Broadway)', 'Toronto ON M4P 2L3', 'Canada']",520e260a11d2290248c11196,"[{'label': 'display', 'lat': 43.7097182, 'lng': -79.3906516}]",43.7097182,-79.3906516,Parker & Company, Central Toronto,M4P 2L3,park,ON
21,2082 Yonge St,Driving School,CA,Toronto,Canada,,772,"['2082 Yonge St', 'Toronto ON M4S 2A3', 'Canada']",4be097eb4f15c92855bfcb0b,"[{'label': 'display', 'lat': 43.702062, 'lng': -79.397594}]",43.702062,-79.397594,Water Sports, Central Toronto,M4S 2A3,park,ON
22,245 Davisville Ave,Residential Building (Apartment / Condo),CA,Toronto,Canada,,485,"['245 Davisville Ave', 'Toronto ON', 'Canada']",4b8895ddf964a520830232e3,"[{'label': 'display', 'lat': 43.70011701848017, 'lng': -79.38687462943898}]",43.70011701848017,-79.38687462943898,The Parkside, Central Toronto,,park,ON
23,220 Davisville Ave,Playground,CA,Toronto,Canada,,474,"['220 Davisville Ave', 'Toronto ON', 'Canada']",5579b520498eb90b2778e5fe,"[{'label': 'display', 'lat': 43.700085, 'lng': -79.389246}]",43.700085,-79.389246,"Sharon, Lois & Bram Playground", Central Toronto,,park,ON
24,1696 Bayview Ave.,Laundry Service,CA,Toronto,Canada,Soudan,1087,"['1696 Bayview Ave. (Soudan)', 'Toronto ON M4G 3C4', 'Canada']",4c091a8d009a0f47251ee7bf,"[{'label': 'display', 'lat': 43.708736, 'lng': -79.376465}]",43.708736,-79.376465,Parkers Custom Clothing Care, Central Toronto,M4G 3C4,park,ON
25,,Parking,CA,,Canada,,1234,['Canada'],5286495011d2231c5b0e7d93,"[{'label': 'display', 'lat': 43.7118847970158, 'lng': -79.39971672089996}]",43.7118847970158,-79.39971672089996,Parking Lot, Central Toronto,,park,
26,,Playground,CA,,Canada,,1014,['Canada'],5152181de4b02b67948548a4,"[{'label': 'display', 'lat': 43.71239932054934, 'lng': -79.39433464315921}]",43.71239932054934,-79.39433464315921,redpath avenue parkette, Central Toronto,,park,
27,Dunfield Ave.,Parking,CA,Toronto,Canada,,455,"['Dunfield Ave.', 'Toronto ON', 'Canada']",51cdd3cc498eb2bc896315da,"[{'label': 'display', 'lat': 43.70668995587611, 'lng': -79.39311964661282}]",43.70668995587611,-79.39311964661282,Municipal Parking, Central Toronto,,park,ON
28,45 Imperial Street,Park,CA,Toronto,Canada,Duplex Avenue,1090,"['45 Imperial Street (Duplex Avenue)', 'Toronto ON', 'Canada']",4c8eb2e41664b1f7f193a22f,"[{'label': 'display', 'lat': 43.69938688249057, 'lng': -79.40023182257725}]",43.69938688249057,-79.40023182257725,Fiona Nelson Parkette, Central Toronto,,park,ON
29,,Bus Line,CA,Toronto,Canada,,959,"['Toronto ON', 'Canada']",4cfecc40d088236a83fa1126,"[{'label': 'display', 'lat': 43.70587801120604, 'lng': -79.40023896916861}]",43.70587801120604,-79.40023896916861,TTC Bus #32 Eglinton West, Central Toronto,,park,ON
30,,,CA,,Canada,,1261,['Canada'],4f5be8b5e4b04e1265fa6962,"[{'label': 'display', 'lat': 43.71184001487517, 'lng': -79.40022797449862}]",43.71184001487517,-79.40022797449862,Some Parking Lot, Central Toronto,,park,
31,,Parking,CA,Toronto,Canada,,859,"['Toronto ON', 'Canada']",4debe731d164ef597d11aeeb,"[{'label': 'display', 'lat': 43.704069, 'lng': -79.399191}]",43.704069,-79.399191,Canada Square Parking, Central Toronto,,park,ON
32,,Social Club,CA,,Canada,,714,['Canada'],5357e869498ee37d53b8d94b,"[{'label': 'display', 'lat': 43.70481600074734, 'lng': -79.39736381841716}]",43.70481600074734,-79.39736381841716,Quantum tower parking lot, Central Toronto,,park,
33,,Dog Run,CA,,Canada,,948,['Canada'],4d2fbed4789a8cfa846328c6,"[{'label': 'display', 'lat': 43.6974497988388, 'lng': -79.39549855697297}]",43.6974497988388,-79.39549855697297,Hillsdale Dog Parkette, Central Toronto,,park,
34,39 parkhurst blvd,,CA,Toronto,Canada,,918,"['39 parkhurst blvd', 'Toronto ON', 'Canada']",4e1f10d152b1bdc463e89e55,"[{'label': 'display', 'lat': 43.70478, 'lng': -79.37712}]",43.70478,-79.37712,39 parkhurst blvd, Central Toronto,,park,ON
35,,Adult Boutique,CA,,Canada,,1025,['Canada'],53557d9a498e260a2c962a60,"[{'label': 'display', 'lat': 43.70419, 'lng': -79.40126}]",43.70419,-79.40126,Berwick parking lot, Central Toronto,,park,
36,,Park,CA,,Canada,,696,['Canada'],4f50233ce4b085bf421a4b42,"[{'label': 'display', 'lat': 43.69843660139289, 'lng': -79.38555442218674}]",43.69843660139289,-79.38555442218674,Mission Ground Parkette, Central Toronto,,park,
0,745 Mount Pleasant Rd,Veterinarian,CA,Toronto,Canada,at Eglington Ave. E,360,"['745 Mount Pleasant Rd (at Eglington Ave. E)', 'Toronto ON M4S 2N4', 'Canada']",4bfef25ee584c928507d6d25,"[{'label': 'display', 'lat': 43.70738302088981, 'lng': -79.38993913882214}]",43.70738302088981,-79.38993913882214,Mt. Pleasant-Davisville Veterinary Hospital, Central Toronto,M4S 2N4,hospital,ON
1,,Veterinarian,CA,Toronto,Canada,,270,"['Toronto ON', 'Canada']",4dfcbdce183853f2cb518f02,"[{'label': 'display', 'lat': 43.70194130096439, 'lng': -79.3878031617905}]",43.70194130096439,-79.3878031617905,Davisville Park Animal Hospital, Central Toronto,,hospital,ON
2,1920 Yonge St,Business Service,CA,Toronto,Canada,,920,"['1920 Yonge St', 'Toronto ON M4S 3E6', 'Canada']",58054c4338fa60355d020db9,"[{'label': 'display', 'lat': 43.6986794, 'lng': -79.3968959}]",43.6986794,-79.3968959,VIVIFY Hospitality Growth Solutions, Central Toronto,M4S 3E6,hospital,ON
0,75 Eglinton Ave W,Police Station,CA,Toronto,Canada,at Duplex Ave.,984,"['75 Eglinton Ave W (at Duplex Ave.)', 'Toronto ON M4R 2G9', 'Canada']",4c00016237850f473c8e973f,"[{'label': 'display', 'lat': 43.70621444686695, 'lng': -79.4004643596149}]",43.70621444686695,-79.4004643596149,Toronto Police Service - 53 Divison, Central Toronto,M4R 2G9,police,ON
0,5714 Yonge St,Bus Station,CA,Toronto,Canada,btwn Bishop & Finch,633,"['5714 Yonge St (btwn Bishop & Finch)', 'Toronto ON M2M 1T5', 'Canada']",4ee7a3d28b81381c2a2daeb2,"[{'label': 'display', 'lat': 43.78091164397325, 'lng': -79.41500510446974}]",43.78091164397325,-79.41500510446974,Finch Station Bus Loop, North York,M2M 1T5,bus,ON
1,5697 Yonge St,Bus Station,CA,Toronto,Canada,at Bishop Ave,798,"['5697 Yonge St (at Bishop Ave)', 'Toronto ON M2M 3T9', 'Canada']",4af16a83f964a52007e121e3,"[{'label': 'display', 'lat': 43.78248140054856, 'lng': -79.4155740737915}]",43.78248140054856,-79.4155740737915,Finch GO Bus Terminal, North York,M2M 3T9,bus,ON
2,Finch Ave. E.,Bus Line,CA,Toronto,Canada,btwn Finch Station & Neilson,644,"['Finch Ave. E. (btwn Finch Station & Neilson)', 'Toronto ON', 'Canada']",4c18c7c2838020a1539ce461,"[{'label': 'display', 'lat': 43.78103068269281, 'lng': -79.41508058024009}]",43.78103068269281,-79.41508058024009,TTC Bus 39 Finch East, North York,,bus,ON
3,Steeles Ave. W.,Bus Line,CA,Toronto,Canada,btwn Hwy. 27 & Finch Subway Station,748,"['Steeles Ave. W. (btwn Hwy. 27 & Finch Subway Station)', 'Toronto ON', 'Canada']",4c549b4f06901b8db75a104c,"[{'label': 'display', 'lat': 43.78196643005981, 'lng': -79.41498714052342}]",43.78196643005981,-79.41498714052342,TTC Bus #60 - Steeles West, North York,,bus,ON
4,,Bus Line,CA,Toronto,Canada,btwn Greenbush & Cummer,1062,"['btwn Greenbush & Cummer', 'Toronto ON', 'Canada']",4dd5b98c52b1a5c644239906,"[{'label': 'display', 'lat': 43.7695501221586, 'lng': -79.42718297156232}]",43.7695501221586,-79.42718297156232,TTC Bus #98 - Willowdale - Senlac, North York,,bus,ON
5,,Bus Line,CA,Toronto,Canada,,609,"['Toronto ON', 'Canada']",503b25dde4b0d0d56b9aa7f5,"[{'label': 'display', 'lat': 43.78069988989653, 'lng': -79.4150585944329}]",43.78069988989653,-79.4150585944329,TTC Bus #308 - Finch Ave E Blue Night, North York,,bus,ON
6,Steeles Ave. E.,Bus Line,CA,Toronto,Canada,Moving Target!,1047,"['Steeles Ave. E. (Moving Target!)', 'Toronto ON', 'Canada']",4bb8016c53649c7432a146fb,"[{'label': 'display', 'lat': 43.784762610815584, 'lng': -79.41631177708011}]",43.784762610815584,-79.41631177708011,TTC Bus #53 -  Steeles East, North York,,bus,ON
7,,Bus Line,CA,Toronto,Canada,,797,"['Toronto ON M2M', 'Canada']",59d79934a30619796552818f,"[{'label': 'display', 'lat': 43.782345, 'lng': -79.414481}]",43.782345,-79.414481,Go bus #34 (Finch Stn), North York,M2M,bus,ON
8,,Bus Line,CA,,Canada,,796,['Canada'],51522da4e4b0506736fa9d0f,"[{'label': 'display', 'lat': 43.78237533569336, 'lng': -79.41475677490234}]",43.78237533569336,-79.41475677490234,viva bus 99 Yonge, North York,,bus,
9,,Bus Station,CA,Toronto,Canada,,827,"['Toronto ON', 'Canada']",5102a02fe4b0eca1593d1b17,"[{'label': 'display', 'lat': 43.782651, 'lng': -79.414706}]",43.782651,-79.414706,Regional Transit Bus #88, North York,,bus,ON
10,,Moving Target,CA,,Canada,,1004,['Canada'],5507283f498e6198e82c8ded,"[{'label': 'display', 'lat': 43.76673056771015, 'lng': -79.4130193880423}]",43.76673056771015,-79.4130193880423,GO Bus Airport Express, North York,,bus,
11,Yonge St.,Bus Stop,CA,Toronto,Canada,"at Bishop Ave., northbound",762,"['Yonge St. (at Bishop Ave., northbound)', 'Toronto ON', 'Canada']",506800f5e4b05eea703d74b1,"[{'label': 'display', 'lat': 43.782179309009855, 'lng': -79.41589593887329}]",43.782179309009855,-79.41589593887329,TTC Stop #1805, North York,,bus,ON
0,"5650 Yonge Stree,North American Centre",Coffee Shop,CA,Willowdale,Canada,at Finch Ave.,580,"['5650 Yonge Stree,North American Centre (at Finch Ave.)', 'Willowdale ON M2M 4G3', 'Canada']",4ae5f6d5f964a52094a321e3,"[{'label': 'display', 'lat': 43.780565042433075, 'lng': -79.41648344707531}]",43.780565042433075,-79.41648344707531,Timothy's World Coffee, North York,M2M 4G3,coffee,ON
1,,,CA,Toronto,Canada,Yonge & Finch,299,"['Toronto ON', 'Canada']",4c1da44663750f4796afb867,"[{'label': 'display', 'lat': 43.775165, 'lng': -79.412964}]",43.775165,-79.412964,Coffee Plus, North York,,coffee,ON
2,28 Finch Ave West,Coffee Shop,CA,North York,Canada,,455,"['28 Finch Ave West', 'North York ON M2N 2G7', 'Canada']",534ab00f498ed9825404cd56,"[{'label': 'display', 'lat': 43.77924346923828, 'lng': -79.4184341430664}]",43.77924346923828,-79.4184341430664,Coffee Jazz Mixers, North York,M2N 2G7,coffee,ON
3,,Coffee Shop,CA,,Canada,,906,['Canada'],50b6489be4b0bcc63e8fff31,"[{'label': 'display', 'lat': 43.767727735373285, 'lng': -79.41273906234696}]",43.767727735373285,-79.41273906234696,Little Italy Coffee Shop, North York,,coffee,
4,5140 Yonge St,Coffee Shop,CA,Toronto,Canada,at Park Home Ave,850,"['5140 Yonge St (at Park Home Ave)', 'Toronto ON M2N 6L7', 'Canada']",4aedfeadf964a52005d121e3,"[{'label': 'display', 'lat': 43.7681923488525, 'lng': -79.41302061080933}]",43.7681923488525,-79.41302061080933,Starbucks, North York,M2N 6L7,coffee,ON
5,180 Queen Street West,Coffee Shop,CA,Toronto,Canada,University Ave.,1044,"['180 Queen Street West (University Ave.)', 'Toronto ON', 'Canada']",50b137d1e4b03c6b1e792132,"[{'label': 'display', 'lat': 43.766993786734005, 'lng': -79.41078775205344}]",43.766993786734005,-79.41078775205344,Starbucks, North York,,coffee,ON
0,5433 Yonge St.,Bar,CA,Toronto,Canada,at Byng Ave.,234,"['5433 Yonge St. (at Byng Ave.)', 'Toronto ON M2N 5R6', 'Canada']",4e3382b1b61cd25ad4aa6723,"[{'label': 'display', 'lat': 43.77679091868574, 'lng': -79.41455549466478}]",43.77679091868574,-79.41455549466478,North Stars Bar & Grill, North York,M2N 5R6,bar,ON
1,19A Finch Ave. W.,Sushi Restaurant,CA,Toronto,Canada,at Yonge St.,456,"['19A Finch Ave. W. (at Yonge St.)', 'Toronto ON M2N 7K4', 'Canada']",4ccba4672dc437049d7ec108,"[{'label': 'display', 'lat': 43.77939519654943, 'lng': -79.41769685388513}]",43.77939519654943,-79.41769685388513,Kimono Sushi & Bar, North York,M2N 7K4,bar,ON
2,2050 Yonge St.,Wings Joint,CA,Toronto,Canada,,348,"['2050 Yonge St.', 'Toronto ON M4S 1Z9', 'Canada']",4b590484f964a520b27828e3,"[{'label': 'display', 'lat': 43.77304026482439, 'lng': -79.413770539975}]",43.77304026482439,-79.413770539975,St. Louis Bar & Grill, North York,M4S 1Z9,bar,ON
3,6 Parkhome,Café,CA,North York,Canada,,718,"['6 Parkhome', 'North York ON', 'Canada']",557767bc498ea4a20c8043f6,"[{'label': 'display', 'lat': 43.76944882099181, 'lng': -79.41308107735675}]",43.76944882099181,-79.41308107735675,Aroma Espresso Bar, North York,,bar,ON
4,,Pub,CA,,Canada,,195,['Canada'],576cad65498e85d8ed33541d,"[{'label': 'display', 'lat': 43.776482, 'lng': -79.414817}]",43.776482,-79.414817,Angie's Bar, North York,,bar,
5,5051 Yonge St,Restaurant,CA,Toronto,Canada,btwn Hillcrest & Elmwood,985,"['5051 Yonge St (btwn Hillcrest & Elmwood)', 'Toronto ON M2N 5P2', 'Canada']",514bcaf7b0ede37f9e7d89d4,"[{'label': 'display', 'lat': 43.76709662310871, 'lng': -79.41226301488}]",43.76709662310871,-79.41226301488,Jack Astor's Bar & Grill, North York,M2N 5P2,bar,ON
6,5213 Yonge Street,Japanese Restaurant,CA,North York,Canada,,581,"['5213 Yonge Street', 'North York ON', 'Canada']",5077025ce4b05aefca37d9f9,"[{'label': 'display', 'lat': 43.77080606720809, 'lng': -79.41313811956255}]",43.77080606720809,-79.41313811956255,Wako Sushi + Bar, North York,,bar,ON
7,5347 Yonge St,Japanese Restaurant,CA,North York,Canada,,196,"['5347 Yonge St', 'North York ON M2N 7A1', 'Canada']",53365b04498e1331002e4d2c,"[{'label': 'display', 'lat': 43.77494335172162, 'lng': -79.4143055773749}]",43.77494335172162,-79.4143055773749,Bar Koyoi, North York,M2N 7A1,bar,ON
8,Unit#4 - 5418 Yonge St.,Jewelry Store,CA,Toronto,Canada,,176,"['Unit#4 - 5418 Yonge St.', 'Toronto ON M2N 6X4', 'Canada']",5218ff02bce66201f8c9fe42,"[{'label': 'display', 'lat': 43.77526176973328, 'lng': -79.41449046134949}]",43.77526176973328,-79.41449046134949,Diamond Bar & Co. Jewellery, North York,M2N 6X4,bar,ON
9,5383 Yonge Street,Bar,CA,Toronto,Canada,Northtown Way,195,"['5383 Yonge Street (Northtown Way)', 'Toronto ON', 'Canada']",4e2df913aeb7e1b8af96f400,"[{'label': 'display', 'lat': 43.775152, 'lng': -79.414271}]",43.775152,-79.414271,Alibi Bar & Lounge, North York,,bar,ON
10,,Candy Store,CA,Toronto,Canada,,236,"['Toronto ON M2N 7L4', 'Canada']",5bac242a8496ca002cdd9b14,"[{'label': 'display', 'lat': 43.77546, 'lng': -79.41375}]",43.77546,-79.41375,CC Lemon Snack Bar, North York,M2N 7L4,bar,ON
11,Yonge,Bar,CA,North York,Canada,Olive Ave,291,"['Yonge (Olive Ave)', 'North York ON', 'Canada']",5160d351498ee174c7e378ca,"[{'label': 'display', 'lat': 43.77765787669838, 'lng': -79.41494866531848}]",43.77765787669838,-79.41494866531848,Oh! Bar, North York,,bar,ON
12,5307 Yonge St.,Bar,CA,North York,Canada,,346,"['5307 Yonge St.', 'North York ON M2N 5R4', 'Canada']",598898aed41bb71b6cefbfbc,"[{'label': 'display', 'lat': 43.7731784, 'lng': -79.4136039}]",43.7731784,-79.4136039,St. Louis Bar & Grill, North York,M2N 5R4,bar,ON
13,5519 Yonge St.,Pub,CA,Toronto,Canada,btwn Olive Ave. & Holmes Ave.,361,"['5519 Yonge St. (btwn Olive Ave. & Holmes Ave.)', 'Toronto ON M2N 5S3', 'Canada']",4b23d7d1f964a520085b24e3,"[{'label': 'display', 'lat': 43.778313951788135, 'lng': -79.41484451293945}]",43.778313951788135,-79.41484451293945,Ferg's Bar & Grill, North York,M2N 5S3,bar,ON
14,,Bar,CA,,Canada,,473,['Canada'],4e62db7462e13e3bced765e8,"[{'label': 'display', 'lat': 43.779400156016244, 'lng': -79.41849381325557}]",43.779400156016244,-79.41849381325557,Toranj Resto Bar, North York,,bar,
15,York,Fraternity House,CA,Etobicoke,Canada,,205,"['York', 'Etobicoke ON', 'Canada']",4d53a669dcb1a143c05eb5bf,"[{'label': 'display', 'lat': 43.773506, 'lng': -79.416632}]",43.773506,-79.416632,The Jungle, North York,,bar,ON
16,301-5519 Yonge St,Salon / Barbershop,CA,North York,Canada,at Olive Ave,350,"['301-5519 Yonge St (at Olive Ave)', 'North York ON M2N 5S3', 'Canada']",4bc464f4f8219c741d40b710,"[{'label': 'display', 'lat': 43.778318826490626, 'lng': -79.4151993914021}]",43.778318826490626,-79.4151993914021,The Forum Barber Parlour, North York,M2N 5S3,bar,ON
17,5332 yonge street,Building,CA,Toronto,Canada,,302,"['5332 yonge street', 'Toronto ON M2N', 'Canada']",4d5ffa11196ba093d34b1456,"[{'label': 'display', 'lat': 43.77379436594443, 'lng': -79.41360751957697}]",43.77379436594443,-79.41360751957697,Italio And Tony's Barbershop, North York,M2N,bar,ON
18,,,CA,,Canada,,916,['Canada'],4efc6379be7bd3135a634a98,"[{'label': 'display', 'lat': 43.783583, 'lng': -79.416193}]",43.783583,-79.416193,Wythaus, North York,,bar,
19,1300-5255 Yonge St,Lawyer,CA,Toronto,Canada,,445,"['1300-5255 Yonge St', 'Toronto ON M2N 6P4', 'Canada']",57c8fc3e498eae8bcc45331f,"[{'label': 'display', 'lat': 43.772033, 'lng': -79.413587}]",43.772033,-79.413587,Sage Harvey Barrister & Solicitor, North York,M2N 6P4,bar,ON
20,"5255 Yonge Street, Suite 1100",Financial or Legal Service,CA,Toronto,Canada,,466,"['5255 Yonge Street, Suite 1100', 'Toronto ON M2N 6P4', 'Canada']",52b472d311d20a3969f281b6,"[{'label': 'display', 'lat': 43.77217844288505, 'lng': -79.41289722919464}]",43.77217844288505,-79.41289722919464,David Brooker Barrister and Solicitor, North York,M2N 6P4,bar,ON
21,"5700 Yonge St, Suite 200,",Lawyer,CA,North York,Canada,,600,"['5700 Yonge St, Suite 200,', 'North York ON M2M 4K2', 'Canada']",58b6fb94ce593d042cdccd3d,"[{'label': 'display', 'lat': 43.78072, 'lng': -79.415865}]",43.78072,-79.415865,Marcus Boire Barrister & Solicitor, North York,M2M 4K2,bar,ON
22,5000 Yonge Street Suite 1708,Office,CA,Toronto,Canada,,1053,"['5000 Yonge Street Suite 1708', 'Toronto ON M2N 7E9', 'Canada']",4c4ee7eb92b6a5936252b070,"[{'label': 'display', 'lat': 43.766373, 'lng': -79.412553}]",43.766373,-79.412553,Adler Bytensky Prutschi Barristers, North York,M2N 7E9,bar,ON
23,"5000 Yonge Street, Suite 1708",Office,CA,Toronto,Canada,,1035,"['5000 Yonge Street, Suite 1708', 'Toronto ON M2N 7E9', 'Canada']",4fc89077d5fbb69d599fa8da,"[{'label': 'display', 'lat': 43.76655367338168, 'lng': -79.41250562667847}]",43.76655367338168,-79.41250562667847,"Adam Goodman, Barrister & Solicitor", North York,M2N 7E9,bar,ON
0,5193 Yonge St,Bubble Tea Shop,CA,Toronto,Canada,at Empress Ave,635,"['5193 Yonge St (at Empress Ave)', 'Toronto ON M2N 5P7', 'Canada']",4b206e02f964a5202f3224e3,"[{'label': 'display', 'lat': 43.77025681366746, 'lng': -79.41311818817802}]",43.77025681366746,-79.41311818817802,Tea Shop 168, North York,M2N 5P7,shop,ON
1,5334 Yonge St,Butcher,CA,North York,Canada,at Church Av,286,"['5334 Yonge St (at Church Av)', 'North York ON M2N 5P9', 'Canada']",51e71039498e08883dce8e9d,"[{'label': 'display', 'lat': 43.77346447290559, 'lng': -79.41426515579224}]",43.77346447290559,-79.41426515579224,The Famous Owl's Meat Shop, North York,M2N 5P9,shop,ON
2,5459 Yonge St,Smoke Shop,CA,North York,Canada,,208,"['5459 Yonge St', 'North York ON', 'Canada']",4ebff63b4901f56b0e1539fe,"[{'label': 'display', 'lat': 43.77674462435765, 'lng': -79.4149541617773}]",43.77674462435765,-79.4149541617773,Bruce's Smoke Shop, North York,,shop,ON
3,5293 Yonge St,Pet Store,CA,Toronto,Canada,at McKee,337,"['5293 Yonge St (at McKee)', 'Toronto ON M2N 5R3', 'Canada']",4f305bece4b0118a88d440b3,"[{'label': 'display', 'lat': 43.77291393235169, 'lng': -79.41419564736336}]",43.77291393235169,-79.41419564736336,My Pet Shop on yonge, North York,M2N 5R3,shop,ON
